"cluster_method","k","ARI","CHI","BIC","PED","Runtime_seconds","scenario","sim_method","seed"
"mixAK",2,0.553907000382726,138.031416359348,NA,NA,196.702963590622,"SCE3","LME-S",5
"mixAK",3,0.550331359662912,73.6894907060065,NA,NA,280.229649782181,"SCE3","LME-S",5
"mixAK",4,0.561440025588573,52.1211533069689,NA,NA,357.706243753433,"SCE3","LME-S",5
"mixAK",5,0.28054929733288,67.7183647585068,NA,NA,446.093744754791,"SCE3","LME-S",5
"mixAK",2,0.205562009587957,223.243031807851,NA,27213.2314155573,24.5955955982208,"SCE2","MICE-CS",5
"mixAK",3,0.193899579644754,154.499305853776,NA,27188.7814935156,32.6463069915771,"SCE2","MICE-CS",5
"mixAK",4,0.158754224234534,127.490412604394,NA,27320.168565865,39.9251625537872,"SCE2","MICE-CS",5
"mixAK",5,0.112923802051903,72.1435308219174,NA,28135.7569121607,47.9142472743988,"SCE2","MICE-CS",5
"mixAK",2,0.773837768628327,120.727217646082,NA,NA,197.310754060745,"SCE3","MICE-CS",5
"mixAK",3,0.73153494725195,76.8805035213356,NA,NA,282.080492734909,"SCE3","MICE-CS",5
"mixAK",4,0.248147503284408,88.6958882056109,NA,NA,359.454091310501,"SCE3","MICE-CS",5
"mixAK",5,0.444134521282313,60.3217892124667,NA,NA,439.095211029053,"SCE3","MICE-CS",5
"mixAK",2,0.214799487164197,228.807836800854,NA,27110.2351406964,24.8206403255463,"SCE2","eCDF-Copula",5
"mixAK",3,0.212471345281867,157.789255699262,NA,27085.0560677087,31.5703635215759,"SCE2","eCDF-Copula",5
"mixAK",4,0.16560253588837,127.725060057269,NA,27110.3208492937,39.7674224376678,"SCE2","eCDF-Copula",5
"mixAK",5,0.149671983070548,99.8042348721909,NA,27635.3896463315,48.8754878044128,"SCE2","eCDF-Copula",5
"GBMT",2,0.329028499829639,164.027887102699,22592.55153153,NA,68.801842212677,"SCE2","CC",6
"GBMT",3,0.214995058634747,119.979789212133,21109.2548781019,NA,124.053606748581,"SCE2","CC",6
"GBMT",4,0.28382267025963,101.451968307788,20334.4794333065,NA,137.677321434021,"SCE2","CC",6
"GBMT",5,0.262954851134196,91.3838141889303,19898.884707459,NA,199.091610908508,"SCE2","CC",6
"KML3D",2,0.104372974024026,204.025961997116,NA,NA,0.273230075836182,"SCE2","CC",6
"KML3D",3,0.102885565749209,175.095732078945,NA,NA,0.235033750534058,"SCE2","CC",6
"KML3D",4,0.098055022991977,133.600650380661,NA,NA,0.291163682937622,"SCE2","CC",6
"KML3D",5,0.0817842711733311,112.483342954562,NA,NA,0.343430280685425,"SCE2","CC",6
"flexmix",2,0.317593766904836,165.30680180868,24561.943160711,NA,0.173628807067871,"SCE2","CC",6
"flexmix",3,0.181315726004679,136.869688838288,22586.7012885598,NA,0.198464393615723,"SCE2","CC",6
"flexmix",4,0.160411688089314,117.644543509539,21789.971661194,NA,0.445547819137573,"SCE2","CC",6
"flexmix",5,0.179110153728945,94.5487670835306,21401.7942515878,NA,1.24496626853943,"SCE2","CC",6
"LCMM",2,0.0316048966519879,187.347755433482,26004.4430782569,NA,17.0764408111572,"SCE2","CC",6
"LCMM",3,0.0352684933204335,190.709710942578,26016.4260073483,NA,33.2783267498016,"SCE2","CC",6
"LCMM",4,0.0411406986179798,194.953147753184,26028.4089364427,NA,72.5694625377655,"SCE2","CC",6
"LCMM",5,0.0453067358209014,196.336778765324,26040.3918655369,NA,877.368615865707,"SCE2","CC",6
"GBMT",2,0.989999937814074,78.9533350980898,246908.919606641,NA,30.8913629055023,"SCE3","CC",6
"GBMT",3,0.749314707903279,53.5565589573194,240123.737328807,NA,107.73681473732,"SCE3","CC",6
"GBMT",4,0.531600825129669,41.711065836489,234267.192418974,NA,79.7553102970123,"SCE3","CC",6
"GBMT",5,0.628634098338723,33.2114345573764,233959.702361139,NA,100.995992183685,"SCE3","CC",6
"KML3D",2,0.340857527166793,59.28482412957,NA,NA,0.385717153549194,"SCE3","CC",6
"KML3D",3,0.26450894686441,57.2341501101662,NA,NA,0.531786680221558,"SCE3","CC",6
"KML3D",4,0.58794680152177,65.3503601990988,NA,NA,0.703962564468384,"SCE3","CC",6
"KML3D",5,0.175344992898051,51.9738647614855,NA,NA,0.817537069320679,"SCE3","CC",6
"flexmix",2,0.524438151378921,78.4798459707611,267376.194268284,NA,0.42021632194519,"SCE3","CC",6
"flexmix",3,0.461946084526454,59.2484927953979,255536.055728391,NA,0.813580513000488,"SCE3","CC",6
"flexmix",4,0.480787158437761,53.0525791515809,249838.484866963,NA,1.64069771766663,"SCE3","CC",6
"flexmix",5,0.406960093421236,55.9022513431853,246924.89481556,NA,1.9266197681427,"SCE3","CC",6
"GBMT",2,0.382888153307916,172.049204619377,23369.9597163163,NA,35.5620319843292,"SCE2","MICE-L",6
"GBMT",3,0.235633385141729,128.963563289402,21914.723211386,NA,107.036091327667,"SCE2","MICE-L",6
"GBMT",4,0.277270060936713,98.1375576455917,21318.4691278042,NA,162.973650217056,"SCE2","MICE-L",6
"GBMT",5,0.196747674023105,81.3948226886467,20885.9810993488,NA,327.77519774437,"SCE2","MICE-L",6
"KML3D",2,0.196545405137996,218.080254102803,NA,NA,0.19391131401062,"SCE2","MICE-L",6
"KML3D",3,0.217627245732407,159.395056645703,NA,NA,0.217724800109863,"SCE2","MICE-L",6
"KML3D",4,0.192078028893821,131.138341071579,NA,NA,0.287814140319824,"SCE2","MICE-L",6
"KML3D",5,0.183993053662644,106.831247010798,NA,NA,0.340049028396606,"SCE2","MICE-L",6
"flexmix",2,0.376691293470293,174.728895998841,24871.88140965,NA,0.179907560348511,"SCE2","MICE-L",6
"flexmix",3,0.238793742706249,136.849736586816,22958.3570962031,NA,0.355342149734497,"SCE2","MICE-L",6
"flexmix",4,0.197233276215938,110.723413433779,22260.2537889039,NA,0.414777040481567,"SCE2","MICE-L",6
"flexmix",5,0.160593618256562,94.9878729720255,21807.9018380073,NA,1.64722728729248,"SCE2","MICE-L",6
"LCMM",2,0.0264862641068045,155.214768834876,25516.2947373404,NA,21.140371799469,"SCE2","MICE-L",6
"LCMM",3,0.0316048966519879,160.722001381765,25528.2776664335,NA,26.3495118618011,"SCE2","MICE-L",6
"LCMM",4,0.0352684933204335,164.928080812405,25540.2605955277,NA,44.2031345367432,"SCE2","MICE-L",6
"LCMM",5,0.0334115758693922,163.370502967578,25552.243524727,NA,166.166915893555,"SCE2","MICE-L",6
"GBMT",2,0.782681444899684,119.383533014317,238014.342740654,NA,31.8028409481049,"SCE3","MICE-L",6
"GBMT",3,0.652425372536349,81.0849288844955,232713.719443207,NA,69.2794256210327,"SCE3","MICE-L",6
"GBMT",4,0.437004834398873,64.8220943654716,226901.634547355,NA,112.905120611191,"SCE3","MICE-L",6
"GBMT",5,0.438327627534077,36.3734863396154,228012.645060156,NA,110.122815847397,"SCE3","MICE-L",6
"KML3D",2,0.201103432692489,101.173289716664,NA,NA,0.757453203201294,"SCE3","MICE-L",6
"KML3D",3,0.192268138713325,64.7803418219558,NA,NA,0.602956771850586,"SCE3","MICE-L",6
"KML3D",4,0.211355049005296,64.5691861199858,NA,NA,0.7269287109375,"SCE3","MICE-L",6
"KML3D",5,0.274043391949399,60.571679040252,NA,NA,0.801887512207031,"SCE3","MICE-L",6
"flexmix",2,0.546470609517837,114.580634212986,246356.153622595,NA,0.485993385314941,"SCE3","MICE-L",6
"flexmix",3,0.38773284351245,89.8631300421222,236531.269755779,NA,0.959962844848633,"SCE3","MICE-L",6
"flexmix",4,0.361431300833894,76.8046449052334,231794.793778374,NA,1.18012166023254,"SCE3","MICE-L",6
"flexmix",5,0.267295369803944,67.1807536196227,228372.56324091,NA,3.24005675315857,"SCE3","MICE-L",6
"GBMT",2,0.591903385108898,338.476104778999,17340.1527197867,NA,39.2918636798859,"SCE2","LME-F",6
"GBMT",3,0.36045613025058,265.318484698969,13804.071223497,NA,81.9577376842499,"SCE2","LME-F",6
"GBMT",4,0.360129535062057,241.882335799603,10389.3937772845,NA,151.159441232681,"SCE2","LME-F",6
"GBMT",5,0.303312927769235,300.895585421718,8661.68674999571,NA,148.957228422165,"SCE2","LME-F",6
"KML3D",2,0.284684337349398,506.51422801404,NA,NA,0.180403470993042,"SCE2","LME-F",6
"KML3D",3,0.276463063408215,493.662660501011,NA,NA,0.244049787521362,"SCE2","LME-F",6
"KML3D",4,0.205883051794617,489.676414396654,NA,NA,0.297954320907593,"SCE2","LME-F",6
"KML3D",5,0.277786479950665,448.645558343188,NA,NA,0.352188348770142,"SCE2","LME-F",6
"flexmix",2,0.382875594450854,429.097512411845,20075.4255541871,NA,0.200440645217896,"SCE2","LME-F",6
"flexmix",3,0.345788606288921,391.992462110482,15109.3007667733,NA,0.374281644821167,"SCE2","LME-F",6
"flexmix",4,0.250699560965837,403.917999815053,12103.5758269117,NA,0.540125131607056,"SCE2","LME-F",6
"flexmix",5,0.206230010337878,383.188584686427,10577.7817307066,NA,0.610749483108521,"SCE2","LME-F",6
"LCMM",2,0.158650466914349,444.260896181531,14194.7434902795,NA,14.7722406387329,"SCE2","LME-F",6
"LCMM",3,0.175027941207482,449.308041250649,14206.7264193737,NA,26.1767752170563,"SCE2","LME-F",6
"LCMM",4,0.196631739970592,464.176647763307,14218.7093484685,NA,54.9255185127258,"SCE2","LME-F",6
"LCMM",5,0.332943918263408,428.056245241161,14171.4480104204,NA,155.518306732178,"SCE2","LME-F",6
"GBMT",2,0.149971520164904,120.872192480785,286484.880569018,NA,33.6817300319672,"SCE3","LME-F",6
"GBMT",3,0.255649284142703,91.3816405716559,273287.159048841,NA,101.223919391632,"SCE3","LME-F",6
"GBMT",4,0.204517722484702,73.1643424118658,272609.832157541,NA,160.088903188705,"SCE3","LME-F",6
"GBMT",5,0.176995966437022,47.324354662813,268140.043145653,NA,206.571910142899,"SCE3","LME-F",6
"KML3D",2,0.32351804400418,181.72444208698,NA,NA,0.509838819503784,"SCE3","LME-F",6
"KML3D",3,0.189042278167299,117.168899216284,NA,NA,0.6540687084198,"SCE3","LME-F",6
"KML3D",4,0.0464625689426205,67.7609981321969,NA,NA,0.781875610351562,"SCE3","LME-F",6
"KML3D",5,0.117621807740562,77.4994761704858,NA,NA,0.838967800140381,"SCE3","LME-F",6
"flexmix",2,0.17858902275383,127.655024564182,290440.879196081,NA,0.542845964431763,"SCE3","LME-F",6
"flexmix",3,0.22641658396592,113.050330775922,281046.847627524,NA,2.27114081382751,"SCE3","LME-F",6
"flexmix",4,0.210474130591221,100.449079745536,277828.345265998,NA,1.13934135437012,"SCE3","LME-F",6
"flexmix",5,0.158500920459296,84.9166820573402,274050.238068429,NA,3.51376080513,"SCE3","LME-F",6
"GBMT",2,0.328973880530219,222.342717233707,21263.6033558905,NA,44.3285403251648,"SCE2","LME-S",6
"GBMT",3,0.220261221845087,161.582587870226,19358.2393410413,NA,74.7586719989777,"SCE2","LME-S",6
"GBMT",4,0.231898807546076,112.307027082377,18448.3074531727,NA,173.444133043289,"SCE2","LME-S",6
"GBMT",5,0.187783794385623,119.941058826424,17744.0002925446,NA,197.333026647568,"SCE2","LME-S",6
"KML3D",2,0.205521713673636,271.116871057729,NA,NA,0.154066801071167,"SCE2","LME-S",6
"KML3D",3,0.242323394539791,217.539238178282,NA,NA,0.180341243743896,"SCE2","LME-S",6
"KML3D",4,0.179445434000521,180.39329604081,NA,NA,0.229995012283325,"SCE2","LME-S",6
"KML3D",5,0.206169260752863,146.625316024325,NA,NA,0.278536796569824,"SCE2","LME-S",6
"flexmix",2,0.3405942101547,220.860808423725,23478.413433685,NA,0.154183864593506,"SCE2","LME-S",6
"flexmix",3,0.246249650178563,173.435487803632,21076.3771632711,NA,0.345911502838135,"SCE2","LME-S",6
"flexmix",4,0.184672919760624,153.710737287735,19883.2694652192,NA,0.626680374145508,"SCE2","LME-S",6
"flexmix",5,0.162668007977672,135.191560497631,19231.6371388453,NA,0.993166923522949,"SCE2","LME-S",6
"LCMM",2,0.0138424131539034,173.539776775384,23407.0037265064,NA,18.7402436733246,"SCE2","LME-S",6
"LCMM",3,0.0150464323498297,175.785569260255,23418.9866555927,NA,22.5308928489685,"SCE2","LME-S",6
"LCMM",4,0.0163006583710528,178.465741914631,23430.9695873508,NA,142.42076587677,"SCE2","LME-S",6
"LCMM",5,0.0176050940414845,181.582362570019,23442.9525137812,NA,288.116175889969,"SCE2","LME-S",6
"GBMT",2,0.721808425506918,141.302633522434,244679.823187721,NA,29.7540385723114,"SCE3","LME-S",6
"GBMT",3,0.468959156101093,104.509825632795,234221.564113781,NA,68.3386793136597,"SCE3","LME-S",6
"GBMT",4,0.344706119776591,58.0604876594615,231296.167992981,NA,104.147336244583,"SCE3","LME-S",6
"GBMT",5,0.315841461163319,40.5634672536936,231501.341200348,NA,151.339412212372,"SCE3","LME-S",6
"KML3D",2,0.243612745375906,138.125595943567,NA,NA,0.394749879837036,"SCE3","LME-S",6
"KML3D",3,0.221107731114254,93.9406961661092,NA,NA,0.467936992645264,"SCE3","LME-S",6
"KML3D",4,0.335928129641886,76.5811914612145,NA,NA,0.575498104095459,"SCE3","LME-S",6
"KML3D",5,0.0838767934182803,56.3605442907119,NA,NA,0.69236946105957,"SCE3","LME-S",6
"flexmix",2,0.447520323936768,128.178974226036,253106.25007963,NA,0.468098878860474,"SCE3","LME-S",6
"flexmix",3,0.33130325926875,108.864082651274,243869.828368514,NA,0.73920726776123,"SCE3","LME-S",6
"flexmix",4,0.254588252963004,83.9846640349893,238649.224621262,NA,1.16941618919373,"SCE3","LME-S",6
"flexmix",5,0.280014431775267,68.2282331107683,237931.833763239,NA,1.84483623504639,"SCE3","LME-S",6
"GBMT",2,0.334770270524907,182.172741277578,22103.2216752595,NA,39.7945320606232,"SCE2","MICE-CS",6
"GBMT",3,0.252328342879924,136.226382073648,20498.1169506097,NA,94.1689836978912,"SCE2","MICE-CS",6
"GBMT",4,0.227528325719121,112.93189571305,19910.8677727402,NA,119.48927116394,"SCE2","MICE-CS",6
"GBMT",5,0.223068479471217,105.568257863567,19302.7340174767,NA,225.006365299225,"SCE2","MICE-CS",6
"KML3D",2,0.210155713304328,235.03624660052,NA,NA,0.1508469581604,"SCE2","MICE-CS",6
"KML3D",3,0.180145382935999,183.531537250104,NA,NA,0.195476055145264,"SCE2","MICE-CS",6
"KML3D",4,0.192506679811188,152.620782128609,NA,NA,0.244174003601074,"SCE2","MICE-CS",6
"KML3D",5,0.181775488799487,123.406024171252,NA,NA,0.276334524154663,"SCE2","MICE-CS",6
"flexmix",2,0.300832511825195,198.726212266583,24390.3143340337,NA,0.163717746734619,"SCE2","MICE-CS",6
"flexmix",3,0.254458023033339,148.478701866228,22189.4062915444,NA,0.174173831939697,"SCE2","MICE-CS",6
"flexmix",4,0.166597306451204,132.330805773557,21372.002180913,NA,0.431198358535767,"SCE2","MICE-CS",6
"flexmix",5,0.161648140217558,113.356838181311,20705.8489097582,NA,0.445388078689575,"SCE2","MICE-CS",6
"LCMM",2,0.0150464323498297,165.311615216603,24773.6866510948,NA,22.9546339511871,"SCE2","MICE-CS",6
"LCMM",3,0.0176050940414845,169.725928709031,24785.6695801899,NA,30.815770149231,"SCE2","MICE-CS",6
"LCMM",4,0.0218196866241558,177.195370246471,24797.6525092836,NA,149.752158164978,"SCE2","MICE-CS",6
"LCMM",5,0.0189597421475068,172.230220640709,24809.6354383779,NA,211.651512622833,"SCE2","MICE-CS",6
"GBMT",2,0.836818323861629,114.819443052016,237516.02234354,NA,21.2038948535919,"SCE3","MICE-CS",6
"GBMT",3,0.600003607959158,79.6350229186207,230570.489909518,NA,63.2478272914886,"SCE3","MICE-CS",6
"GBMT",4,0.559475014148249,53.332135189593,228541.553784098,NA,77.2587902545929,"SCE3","MICE-CS",6
"GBMT",5,0.529106169687484,35.4603883199187,226729.78326073,NA,118.043729305267,"SCE3","MICE-CS",6
"KML3D",2,0.263813930573319,125.202715315731,NA,NA,0.389675378799438,"SCE3","MICE-CS",6
"KML3D",3,0.255928872368347,83.8720097849867,NA,NA,0.488154411315918,"SCE3","MICE-CS",6
"KML3D",4,0.26391443645255,69.6927120149874,NA,NA,0.61216926574707,"SCE3","MICE-CS",6
"KML3D",5,0.112368783943071,53.4930336033639,NA,NA,0.66477370262146,"SCE3","MICE-CS",6
"flexmix",2,0.599622173960154,111.837176177916,248076.376160508,NA,0.360957622528076,"SCE3","MICE-CS",6
"flexmix",3,0.486597789608546,74.8649961176793,236535.100715314,NA,0.764257431030273,"SCE3","MICE-CS",6
"flexmix",4,0.315360303663857,69.1836552971179,231045.62655294,NA,1.9337522983551,"SCE3","MICE-CS",6
"flexmix",5,0.267421999018039,61.3023395158658,228055.416705692,NA,2.27895903587341,"SCE3","MICE-CS",6
"GBMT",2,0.334799517636419,196.996803966696,21695.8017246604,NA,26.2162711620331,"SCE2","eCDF-Copula",6
"GBMT",3,0.246556528465975,144.066910775083,20018.8810140032,NA,91.2429854869842,"SCE2","eCDF-Copula",6
"GBMT",4,0.29665691070655,103.181121153943,19397.0702662048,NA,176.562064409256,"SCE2","eCDF-Copula",6
"GBMT",5,0.199999937097641,99.7579884755635,18789.1281856254,NA,296.661208629608,"SCE2","eCDF-Copula",6
"KML3D",2,0.200998116760829,245.676740494218,NA,NA,0.160025358200073,"SCE2","eCDF-Copula",6
"KML3D",3,0.193457079748387,188.248124830126,NA,NA,0.186639308929443,"SCE2","eCDF-Copula",6
"KML3D",4,0.195341140031786,157.114297998628,NA,NA,0.245283603668213,"SCE2","eCDF-Copula",6
"KML3D",5,0.163021158454581,127.655521217543,NA,NA,0.28459358215332,"SCE2","eCDF-Copula",6
"flexmix",2,0.289931606217617,210.14375433954,24060.5199442865,NA,0.117181062698364,"SCE2","eCDF-Copula",6
"flexmix",3,0.245505448566898,153.382088772926,21730.8079953307,NA,0.216656923294067,"SCE2","eCDF-Copula",6
"flexmix",4,0.200189450882916,146.194497111604,20954.8113539039,NA,0.306671142578125,"SCE2","eCDF-Copula",6
"flexmix",5,0.161690371089129,117.180827192446,20219.7041801737,NA,0.643072128295898,"SCE2","eCDF-Copula",6
"LCMM",2,0.0138424131539034,163.135452199599,24577.354796173,NA,14.3367650508881,"SCE2","eCDF-Copula",6
"LCMM",3,0.0163006583710528,167.442556922813,24589.3377252659,NA,43.9626448154449,"SCE2","eCDF-Copula",6
"LCMM",4,0.0189597421475068,172.031919876616,24601.3206543601,NA,63.0695188045502,"SCE2","eCDF-Copula",6
"LCMM",5,0.0233249883798293,180.454979121898,24613.3035834543,NA,255.398462295532,"SCE2","eCDF-Copula",6
"GBMT",2,0.84601596613509,114.527243976393,237965.277892415,NA,23.0311048030853,"SCE3","eCDF-Copula",6
"GBMT",3,0.671798630416209,75.7003051537374,231036.198303809,NA,70.5262339115143,"SCE3","eCDF-Copula",6
"GBMT",4,0.534788295794585,49.1793838675088,229663.873563356,NA,102.648704051971,"SCE3","eCDF-Copula",6
"GBMT",5,0.346998137458225,47.5256775136969,220470.613305712,NA,158.32271194458,"SCE3","eCDF-Copula",6
"KML3D",2,0.224196325451212,88.2609068336766,NA,NA,0.427855253219604,"SCE3","eCDF-Copula",6
"KML3D",3,0.285504575955051,83.8985683341641,NA,NA,0.489725112915039,"SCE3","eCDF-Copula",6
"KML3D",4,0.319971433006751,61.1964699441499,NA,NA,0.58819055557251,"SCE3","eCDF-Copula",6
"KML3D",5,0.122199433143046,52.9944476405134,NA,NA,0.873610496520996,"SCE3","eCDF-Copula",6
"flexmix",2,0.546472546664251,105.234164705697,249731.105239661,NA,0.35692310333252,"SCE3","eCDF-Copula",6
"flexmix",3,0.471984766334207,78.857943997202,238080.912470847,NA,1.14686560630798,"SCE3","eCDF-Copula",6
"flexmix",4,0.359621534431955,68.1270855403043,232932.09370426,NA,1.48753190040588,"SCE3","eCDF-Copula",6
"flexmix",5,0.296554101925171,64.6694778250923,230272.674581248,NA,1.60160517692566,"SCE3","eCDF-Copula",6
"mixAK",2,0.238688234146479,162.102803679225,NA,26660.4941242321,28.4817228317261,"SCE2","CC",6
"mixAK",3,0.209525803433575,142.25854444819,NA,26636.3415956772,36.7623834609985,"SCE2","CC",6
"mixAK",4,0.197566250903656,113.913968308535,NA,27882.2567857529,46.2877597808838,"SCE2","CC",6
"mixAK",5,0.154138572888995,101.655200023127,NA,27217.2289487592,53.794189453125,"SCE2","CC",6
"mixAK",2,0.87391032092687,85.7785350983168,NA,254644.595253956,179.563723802567,"SCE3","CC",6
"mixAK",3,0.826052650112985,53.0914309314364,NA,254745.146576765,251.061803340912,"SCE3","CC",6
"mixAK",4,0.253117749980621,32.3781334286184,NA,298022.16473633,322.76154255867,"SCE3","CC",6
"mixAK",5,0.280075574624729,29.8993860259782,NA,296389.44320333,395.725565910339,"SCE3","CC",6
"mixAK",2,0.196545405137996,197.636828670692,NA,27730.2498318139,21.7727415561676,"SCE2","MICE-L",6
"mixAK",3,0.196375961026334,134.907623111298,NA,27710.9097260405,28.966863155365,"SCE2","MICE-L",6
"mixAK",4,0.181332926959679,113.950455561863,NA,28848.2830102184,36.4318840503693,"SCE2","MICE-L",6
"mixAK",5,0.182229912178075,78.7753202504354,NA,28658.7641070577,43.7313380241394,"SCE2","MICE-L",6
"mixAK",2,0.765039438827027,123.92572004311,NA,233732.542828888,200.995683908463,"SCE3","MICE-L",6
"mixAK",3,0.703794528276793,88.9939416061234,NA,233826.25714139,281.573123693466,"SCE3","MICE-L",6
"mixAK",4,0.25649554223702,51.6489683275969,NA,NA,363.769594669342,"SCE3","MICE-L",6
"mixAK",5,0.302883769454986,60.4280049595177,NA,NA,442.807102680206,"SCE3","MICE-L",6
"mixAK",2,0.352411099717498,393.488647627617,NA,19584.159485801,24.5074880123138,"SCE2","LME-F",6
"mixAK",3,0.234177481217824,444.349089850917,NA,19527.1278283242,32.8215396404266,"SCE2","LME-F",6
"mixAK",4,0.213195273526278,348.629352337466,NA,19522.7045875235,40.3060493469238,"SCE2","LME-F",6
"mixAK",5,0.307229066820566,302.862100111212,NA,19479.4640687578,49.096711397171,"SCE2","LME-F",6
"mixAK",2,0.223696937525474,130.373613325683,NA,NA,199.384244918823,"SCE3","LME-F",6
"mixAK",3,0.223517716901849,93.8710779681305,NA,NA,279.715209245682,"SCE3","LME-F",6
"mixAK",4,0.20583080465074,49.6755934732085,NA,NA,358.959273099899,"SCE3","LME-F",6
"mixAK",5,0.14807075036709,54.4210770767665,NA,NA,436.66082572937,"SCE3","LME-F",6
"mixAK",2,0.346686780351181,233.894578348415,NA,25689.1272828794,24.2482104301453,"SCE2","LME-S",6
"mixAK",3,0.19524122970714,204.763866932625,NA,25643.9290008959,31.7027418613434,"SCE2","LME-S",6
"mixAK",4,0.20481398979544,161.365704346819,NA,27104.8882948154,40.3687338829041,"SCE2","LME-S",6
"mixAK",5,0.194466804486406,117.62788108643,NA,27098.6267558229,49.2163832187653,"SCE2","LME-S",6
"mixAK",2,0.248587570621469,210.255873963946,NA,26639.8109099078,24.6582055091858,"SCE2","MICE-CS",6
"mixAK",3,0.177615088033189,176.42206933617,NA,26628.2996902076,31.9169046878815,"SCE2","MICE-CS",6
"mixAK",4,0.175972592824626,136.893809891569,NA,26666.5655891933,41.0880393981934,"SCE2","MICE-CS",6
"mixAK",5,0.14000655848829,105.353309360829,NA,26658.0287863627,49.2798388004303,"SCE2","MICE-CS",6
"mixAK",2,0.818574402929682,115.936363230028,NA,342530.896049167,194.994076013565,"SCE3","MICE-CS",6
"mixAK",3,0.814061096415926,64.030133187246,NA,240234.14518151,280.715499162674,"SCE3","MICE-CS",6
"mixAK",4,0.823229163126776,42.9569440314561,NA,NA,358.073058366776,"SCE3","MICE-CS",6
"mixAK",5,0.462191727496242,32.8842270222607,NA,NA,440.472578525543,"SCE3","MICE-CS",6
"mixAK",2,0.248587570621469,216.713081350663,NA,26595.3216011198,25.0006256103516,"SCE2","eCDF-Copula",6
"mixAK",3,0.16650632333398,163.475695960355,NA,26623.0415276992,32.5397953987122,"SCE2","eCDF-Copula",6
"mixAK",4,0.212267133590992,111.465690605979,NA,28034.7939164742,39.3203868865967,"SCE2","eCDF-Copula",6
"mixAK",5,0.177805155979767,112.617458335835,NA,26949.5936509484,48.5630178451538,"SCE2","eCDF-Copula",6
"mixAK",2,0.809526489536268,117.937035501074,NA,239724.910235622,197.195127248764,"SCE3","eCDF-Copula",6
"mixAK",3,0.792244246532825,75.7086039475976,NA,239868.066540968,279.4087703228,"SCE3","eCDF-Copula",6
"mixAK",4,0.68882149481366,49.2304535826647,NA,541572.997424728,359.264728069305,"SCE3","eCDF-Copula",6
"mixAK",5,0.566051873731091,58.7981596422044,NA,NA,436.941048145294,"SCE3","eCDF-Copula",6
"GBMT",2,0.434205934471627,173.749131426769,22253.6001907289,NA,37.4820439815521,"SCE2","CC",7
"GBMT",3,0.26007392533575,137.630691219329,20535.8670233134,NA,90.4174864292145,"SCE2","CC",7
"GBMT",4,0.338506127474642,108.592139696461,19784.2683991647,NA,261.565317630768,"SCE2","CC",7
"GBMT",5,0.276904065025104,88.8159706534371,19361.9930989285,NA,338.313083648682,"SCE2","CC",7
"KML3D",2,0.179248080661636,226.928884145164,NA,NA,0.240649461746216,"SCE2","CC",7
"KML3D",3,0.149542296645913,177.345188614541,NA,NA,0.208407640457153,"SCE2","CC",7
"KML3D",4,0.145386180391349,142.017241444549,NA,NA,0.260819911956787,"SCE2","CC",7
"KML3D",5,0.12953886380919,118.63842148008,NA,NA,0.29969334602356,"SCE2","CC",7
"flexmix",2,0.340656166536606,194.524913776616,24196.4498823774,NA,0.157068490982056,"SCE2","CC",7
"flexmix",3,0.237417124851635,143.747133905111,22027.8774734194,NA,0.334780693054199,"SCE2","CC",7
"flexmix",4,0.201216950213563,114.695291432383,21372.5169435691,NA,1.36847162246704,"SCE2","CC",7
"flexmix",5,0.25621021824643,104.799731519429,21143.6895924001,NA,0.278182506561279,"SCE2","CC",7
"LCMM",2,0.071813393574282,200.746752444393,25853.1177624891,NA,14.5472178459167,"SCE2","CC",7
"LCMM",3,0.0949115894278227,211.692799008116,25865.10069158,NA,26.7489664554596,"SCE2","CC",7
"LCMM",4,0.121228093292924,218.421781531942,25877.0836206778,NA,117.87801527977,"SCE2","CC",7
"LCMM",5,0.128310161200935,219.874012622873,25889.0665497687,NA,764.596895694733,"SCE2","CC",7
"GBMT",2,0.864562220213872,94.4187956450652,243339.359799899,NA,28.5884141921997,"SCE3","CC",7
"GBMT",3,0.709002868241161,70.5555201153567,236293.935929933,NA,79.9363398551941,"SCE3","CC",7
"GBMT",4,0.468282291271165,53.8134466796141,228323.343310362,NA,115.240285396576,"SCE3","CC",7
"GBMT",5,0.573874562351807,38.1950016952479,232756.055206044,NA,118.69840836525,"SCE3","CC",7
"KML3D",2,0.233814036864504,90.8004411468459,NA,NA,0.410793304443359,"SCE3","CC",7
"KML3D",3,0.425967667546183,73.155698710645,NA,NA,0.513996839523315,"SCE3","CC",7
"KML3D",4,0.242692515178175,60.9673128897241,NA,NA,0.609272480010986,"SCE3","CC",7
"KML3D",5,0.158496131135917,52.7690576511837,NA,NA,0.691751480102539,"SCE3","CC",7
"flexmix",2,0.474809531992897,82.0482974562658,263809.167539871,NA,0.720394611358643,"SCE3","CC",7
"flexmix",3,0.512700215569862,62.0950749726247,252088.167670204,NA,1.8070604801178,"SCE3","CC",7
"flexmix",4,0.314617742603653,51.606026482749,244654.274772516,NA,2.89171886444092,"SCE3","CC",7
"flexmix",5,0.375010740540619,55.9251179082237,243732.985899778,NA,1.56331300735474,"SCE3","CC",7
"GBMT",2,0.44082387139354,176.713549353834,22676.9714330856,NA,84.4438986778259,"SCE2","MICE-L",7
"GBMT",3,0.262465025105353,143.899457882537,21169.6706408939,NA,57.665994644165,"SCE2","MICE-L",7
