"cluster_method","k","ARI","CHI","BIC","PED","Runtime_seconds","scenario","sim_method","seed"
"KML3D",3,0.29479965193306,534.009516388854,NA,NA,0.222033739089966,"SCE2","LME-F",3
"KML3D",4,0.230556927884536,488.139765243851,NA,NA,0.29202938079834,"SCE2","LME-F",3
"KML3D",5,0.280085379129156,463.019448779147,NA,NA,0.365046739578247,"SCE2","LME-F",3
"flexmix",2,0.576542523735966,386.141664326395,19813.1208888504,NA,0.247591257095337,"SCE2","LME-F",3
"flexmix",3,0.311030106430118,471.503662607332,14760.7591956978,NA,0.32287335395813,"SCE2","LME-F",3
"flexmix",4,0.314635846048937,421.82843691848,11809.455012685,NA,0.288133859634399,"SCE2","LME-F",3
"flexmix",5,0.330077252066611,379.795211144292,10384.9359477869,NA,0.379081010818481,"SCE2","LME-F",3
"LCMM",2,0.158650466914349,461.416839992846,13562.3341363782,NA,19.1169719696045,"SCE2","LME-F",3
"LCMM",3,0.205625437448346,498.647884809963,13574.3170654629,NA,39.8530988693237,"SCE2","LME-F",3
"LCMM",4,0.243612745375906,518.09792084601,13586.2999945612,NA,168.066700458527,"SCE2","LME-F",3
"LCMM",5,0.424802711190599,382.058320522659,13520.0786015514,NA,130.536969661713,"SCE2","LME-F",3
"GBMT",2,0.317519697243507,135.588981288757,288556.137492519,NA,33.8050591945648,"SCE3","LME-F",3
"GBMT",3,0.211555683281976,97.6792926018428,276896.82763699,NA,84.8810555934906,"SCE3","LME-F",3
"GBMT",4,0.273407961064099,74.3586423061228,268914.608249731,NA,130.899084568024,"SCE3","LME-F",3
"GBMT",5,0.137835916662473,54.9285271340719,269212.018161417,NA,167.188530683517,"SCE3","LME-F",3
"KML3D",2,0.0275568586084691,63.5296712737503,NA,NA,0.461687564849854,"SCE3","LME-F",3
"KML3D",3,0.390361213243436,92.6735037773516,NA,NA,0.560484886169434,"SCE3","LME-F",3
"KML3D",4,0.166493898995618,73.2782134594114,NA,NA,0.701872587203979,"SCE3","LME-F",3
"KML3D",5,0.331221931583642,61.6769491667819,NA,NA,0.803438663482666,"SCE3","LME-F",3
"flexmix",2,0.401731916288075,170.350466556895,291385.497428668,NA,0.437552213668823,"SCE3","LME-F",3
"flexmix",3,0.218206619659855,129.554694943197,279960.207800748,NA,0.95845627784729,"SCE3","LME-F",3
"flexmix",4,0.322104426251066,103.995828111578,274182.803680945,NA,2.281893491745,"SCE3","LME-F",3
"flexmix",5,0.22297903885085,78.0031793589947,272789.031637777,NA,1.75768375396729,"SCE3","LME-F",3
"GBMT",2,0.43418318903299,217.457610625486,20869.2469690636,NA,54.7302582263947,"SCE2","LME-S",3
"GBMT",3,0.217582982188822,191.445860088479,18845.5369927101,NA,55.5864176750183,"SCE2","LME-S",3
"GBMT",4,0.30291519556853,150.790229143603,17969.8483456637,NA,249.669759273529,"SCE2","LME-S",3
"GBMT",5,0.262440335125405,120.192418394085,17476.0003958372,NA,217.401656627655,"SCE2","LME-S",3
"KML3D",2,0.2241764557773,299.333504647088,NA,NA,0.157473802566528,"SCE2","LME-S",3
"KML3D",3,0.258929826686075,226.94262621643,NA,NA,0.215338230133057,"SCE2","LME-S",3
"KML3D",4,0.233603003876663,184.487986673793,NA,NA,0.254131317138672,"SCE2","LME-S",3
"KML3D",5,0.223989807719314,152.287707419119,NA,NA,0.303008079528809,"SCE2","LME-S",3
"flexmix",2,0.414558645479514,222.696889174644,23294.7740165351,NA,0.209919929504395,"SCE2","LME-S",3
"flexmix",3,0.207719636738506,193.962611341947,20435.8110874208,NA,0.816286325454712,"SCE2","LME-S",3
"flexmix",4,0.213458240976956,158.777741771387,19373.1523055499,NA,0.574995517730713,"SCE2","LME-S",3
"flexmix",5,0.213458240976956,158.777741771387,19373.1323147197,NA,0.842392444610596,"SCE2","LME-S",3
"LCMM",2,0.101188970402226,267.582040633971,23275.6447034394,NA,29.7388429641724,"SCE2","LME-S",3
"LCMM",3,0.117762504877751,277.105279408396,23287.627632534,NA,25.2862105369568,"SCE2","LME-S",3
"LCMM",4,0.131926642913094,282.11877859319,23299.6106295847,NA,88.9992980957031,"SCE2","LME-S",3
"LCMM",5,0.179248845111301,193.192186600674,23272.6293273826,NA,94.1896002292633,"SCE2","LME-S",3
"GBMT",2,0.738947368421053,151.796577708776,243366.192717409,NA,33.6276478767395,"SCE3","LME-S",3
"GBMT",3,0.401757208532351,114.702921990508,233016.751819722,NA,138.721620321274,"SCE3","LME-S",3
"GBMT",4,0.378614144407997,71.8586761222606,229406.497456629,NA,142.093404769897,"SCE3","LME-S",3
"GBMT",5,0.353856191031536,48.5417091621744,230554.231724976,NA,143.7078166008,"SCE3","LME-S",3
"KML3D",2,0.205603897046653,101.152875815812,NA,NA,0.403209447860718,"SCE3","LME-S",3
"KML3D",3,0.350267163515026,98.4584834382184,NA,NA,0.503334045410156,"SCE3","LME-S",3
"KML3D",4,0.304018631816148,76.3890949102095,NA,NA,0.597655773162842,"SCE3","LME-S",3
"KML3D",5,0.207334936886801,56.3841671293191,NA,NA,0.662197351455688,"SCE3","LME-S",3
"flexmix",2,0.440833705971041,136.662669994858,250545.406526506,NA,0.415800333023071,"SCE3","LME-S",3
"flexmix",3,0.389656928934637,101.2014111001,239342.380115011,NA,1.16459941864014,"SCE3","LME-S",3
"flexmix",4,0.302562888261015,89.224827606108,234672.111452215,NA,1.52560114860535,"SCE3","LME-S",3
"flexmix",5,0.233091206380536,70.4818941771217,231165.816316364,NA,2.22292184829712,"SCE3","LME-S",3
"GBMT",2,0.524478534431478,214.775877259102,21298.4995029475,NA,24.853687286377,"SCE2","MICE-CS",3
"GBMT",3,0.29210668093796,142.914413345214,19842.3695419509,NA,162.426671028137,"SCE2","MICE-CS",3
"GBMT",4,0.301161236119688,126.153583636901,19223.3672672328,NA,133.820487737656,"SCE2","MICE-CS",3
"GBMT",5,0.288688268514036,102.998984043798,18909.5329013428,NA,268.405683279037,"SCE2","MICE-CS",3
"KML3D",2,0.228970213184801,271.618210140317,NA,NA,0.162503242492676,"SCE2","MICE-CS",3
"KML3D",3,0.305199884449943,187.559650976668,NA,NA,0.192015886306763,"SCE2","MICE-CS",3
"KML3D",4,0.22680309721997,156.457169991326,NA,NA,0.24520206451416,"SCE2","MICE-CS",3
"KML3D",5,0.184534705113834,127.14920128382,NA,NA,0.291834354400635,"SCE2","MICE-CS",3
"flexmix",2,0.481761517695178,214.340867178113,23622.3215642236,NA,0.373262643814087,"SCE2","MICE-CS",3
"flexmix",3,0.270761247143034,163.510174678546,21628.8856473068,NA,0.264769077301025,"SCE2","MICE-CS",3
"flexmix",4,0.243889310038105,132.239334520208,20740.6492575169,NA,0.406972646713257,"SCE2","MICE-CS",3
"flexmix",5,0.243889310038105,132.239334520208,20740.6466326344,NA,0.441632509231567,"SCE2","MICE-CS",3
"LCMM",2,0.114347211945921,241.552189910211,24655.4431172699,NA,24.4315140247345,"SCE2","MICE-CS",3
"LCMM",3,0.139310507118485,250.951573173534,24667.4260463642,NA,29.9956884384155,"SCE2","MICE-CS",3
"LCMM",4,0.158650466914349,258.670860941897,24679.4089754584,NA,79.7571218013763,"SCE2","MICE-CS",3
"LCMM",5,0.170833964875284,262.620932008411,24691.3919045525,NA,207.851441144943,"SCE2","MICE-CS",3
"GBMT",2,0.773836802624279,138.414919886549,232614.972108455,NA,23.0373523235321,"SCE3","MICE-CS",3
"GBMT",3,0.579737855018242,99.1344388337662,226364.620204911,NA,82.2892110347748,"SCE3","MICE-CS",3
"GBMT",4,0.515513353348536,64.5112137065877,222900.523055035,NA,81.7054686546326,"SCE3","MICE-CS",3
"GBMT",5,0.424581971000155,46.0478021389724,219809.641792392,NA,103.855959415436,"SCE3","MICE-CS",3
"KML3D",2,0.110982213293282,90.4801787142142,NA,NA,1.49730372428894,"SCE3","MICE-CS",3
"KML3D",3,0.311828709941777,95.4736784826178,NA,NA,0.548404216766357,"SCE3","MICE-CS",3
"KML3D",4,0.282842998015174,75.558990171226,NA,NA,0.611603736877441,"SCE3","MICE-CS",3
"KML3D",5,0.223779659901617,57.845387884012,NA,NA,0.661400079727173,"SCE3","MICE-CS",3
"flexmix",2,0.615261345381053,134.806409233589,242948.347219062,NA,0.244320154190063,"SCE3","MICE-CS",3
"flexmix",3,0.481335342635944,83.1193112080976,232163.729400391,NA,1.67588305473328,"SCE3","MICE-CS",3
"flexmix",4,0.326665902331413,79.1745777034963,226872.815101865,NA,1.74288487434387,"SCE3","MICE-CS",3
"flexmix",5,0.265391206936942,62.2658276547471,224522.054815137,NA,1.28295111656189,"SCE3","MICE-CS",3
"GBMT",2,0.488740302233398,206.708433660505,20926.7961990906,NA,41.3601031303406,"SCE2","eCDF-Copula",3
"GBMT",3,0.290866807002316,148.668496300091,19239.335779495,NA,89.5760459899902,"SCE2","eCDF-Copula",3
"GBMT",4,0.301463814936213,134.940143140109,18660.9301478094,NA,470.291750669479,"SCE2","eCDF-Copula",3
"GBMT",5,0.290226955473529,108.315338968121,18299.508982289,NA,309.901529550552,"SCE2","eCDF-Copula",3
"KML3D",2,0.228970213184801,276.72078537002,NA,NA,0.163717985153198,"SCE2","eCDF-Copula",3
"KML3D",3,0.241433664619201,198.129838741365,NA,NA,0.204082489013672,"SCE2","eCDF-Copula",3
"KML3D",4,0.211355226820825,160.097486407956,NA,NA,0.242772579193115,"SCE2","eCDF-Copula",3
"KML3D",5,0.187051736629459,130.345551504416,NA,NA,0.296621561050415,"SCE2","eCDF-Copula",3
"flexmix",2,0.467919502493618,215.702561166838,23362.3612498986,NA,0.142163038253784,"SCE2","eCDF-Copula",3
"flexmix",3,0.467919502493618,215.702561166838,23362.3604281297,NA,0.140440940856934,"SCE2","eCDF-Copula",3
"flexmix",4,0.232888645845131,139.548218127742,20257.1043497414,NA,0.320978403091431,"SCE2","eCDF-Copula",3
"flexmix",5,0.232888645845131,139.548218127742,20257.1082700482,NA,0.344897031784058,"SCE2","eCDF-Copula",3
"LCMM",2,0.104403093820046,244.865846984104,24517.750929923,NA,26.9960279464722,"SCE2","eCDF-Copula",3
"LCMM",3,0.135593424547229,254.386905035662,24529.7338588438,NA,26.9049499034882,"SCE2","eCDF-Copula",3
"LCMM",4,0.162669374308443,262.67478939094,24541.716787938,NA,49.6024010181427,"SCE2","eCDF-Copula",3
"LCMM",5,0.243335088006574,184.853000675484,24499.1923326514,NA,152.315811634064,"SCE2","eCDF-Copula",3
"GBMT",2,0.773838848270144,144.182486829295,235528.304067363,NA,21.8704788684845,"SCE3","eCDF-Copula",3
"GBMT",3,0.613112728976402,89.8275367794498,228830.049393695,NA,101.547507762909,"SCE3","eCDF-Copula",3
"GBMT",4,0.479953878009977,58.5727209770424,226517.112722217,NA,107.903214454651,"SCE3","eCDF-Copula",3
"GBMT",5,0.344325178118001,49.6881788864182,220603.847221111,NA,165.720622062683,"SCE3","eCDF-Copula",3
"KML3D",2,0.135593424547229,102.151325439476,NA,NA,0.444888353347778,"SCE3","eCDF-Copula",3
"KML3D",3,0.340777502067825,90.6301264509756,NA,NA,0.506427049636841,"SCE3","eCDF-Copula",3
"KML3D",4,0.32057142860733,75.504360720454,NA,NA,0.842357397079468,"SCE3","eCDF-Copula",3
"KML3D",5,0.296241477807433,60.9387496289291,NA,NA,0.672530889511108,"SCE3","eCDF-Copula",3
"flexmix",2,0.60741608040201,133.548088530106,245730.545524183,NA,0.410197496414185,"SCE3","eCDF-Copula",3
"flexmix",3,0.485405113800051,83.761817349208,234336.526723575,NA,1.02845907211304,"SCE3","eCDF-Copula",3
"flexmix",4,0.336365528843886,75.5490231807734,229112.054010562,NA,1.53190922737122,"SCE3","eCDF-Copula",3
"flexmix",5,0.285318801587663,63.2533974416938,226973.097705653,NA,1.75791311264038,"SCE3","eCDF-Copula",3
"mixAK",2,0.306631355090222,194.700278178656,NA,26797.4305201384,27.747269153595,"SCE2","CC",3
"mixAK",3,0.27567045991626,105.079742051299,NA,28410.9240697459,35.9792156219482,"SCE2","CC",3
"mixAK",4,0.194993585290744,78.1480410145256,NA,28602.0998260516,44.0588960647583,"SCE2","CC",3
"mixAK",5,0.121940428798896,67.7395748920254,NA,28347.6392771671,53.3261232376099,"SCE2","CC",3
"mixAK",2,0.911804406020296,91.6948280084052,NA,254848.517546511,213.284661531448,"SCE3","CC",3
"mixAK",3,0.837764815222427,58.6411067285053,NA,254885.493409834,297.831336259842,"SCE3","CC",3
"mixAK",4,0.352477152622161,60.2869641881668,NA,367149.386418308,386.507275342941,"SCE3","CC",3
"mixAK",5,0.409248203111984,41.337789260161,NA,297764.455104648,463.670982837677,"SCE3","CC",3
"mixAK",2,0.358567467343734,205.368823545879,NA,27581.7324996049,26.2445683479309,"SCE2","MICE-L",3
"mixAK",3,0.294453808087309,137.016290787519,NA,27603.878606165,34.7316539287567,"SCE2","MICE-L",3
"mixAK",4,0.23306282388683,104.47234439376,NA,28524.1400488118,43.1805167198181,"SCE2","MICE-L",3
"mixAK",5,0.143677041522925,70.5559846974331,NA,28661.7509458709,50.8428852558136,"SCE2","MICE-L",3
"mixAK",2,0.747594317907508,136.953430048237,NA,NA,208.069045305252,"SCE3","MICE-L",3
"mixAK",3,0.734803084732916,81.5969089982448,NA,NA,291.715533256531,"SCE3","MICE-L",3
"mixAK",4,0.551917457599123,52.8342116649021,NA,NA,373.94088435173,"SCE3","MICE-L",3
"mixAK",5,0.410692919714138,76.5221903560201,NA,NA,458.716780900955,"SCE3","MICE-L",3
"mixAK",2,0.584183086831169,388.571719727112,NA,20131.7866463984,25.6254184246063,"SCE2","LME-F",3
"mixAK",3,0.223409694067383,411.715686532712,NA,20188.1695623834,33.5968923568726,"SCE2","LME-F",3
"mixAK",4,0.365472656214881,305.728896389932,NA,20042.0402239547,42.268214225769,"SCE2","LME-F",3
"mixAK",5,0.386626193257823,262.126164844187,NA,21685.2612866547,51.0879981517792,"SCE2","LME-F",3
"mixAK",2,0.408116582914573,154.717519891703,NA,NA,205.79524230957,"SCE3","LME-F",3
"mixAK",3,0.373148978097953,91.9799060078259,NA,NA,289.720972776413,"SCE3","LME-F",3
"mixAK",4,0.299526533485875,71.8336735425652,NA,NA,373.388005971909,"SCE3","LME-F",3
"mixAK",5,0.195012715382676,45.7948266855319,NA,NA,456.465874910355,"SCE3","LME-F",3
"mixAK",2,0.383012008970556,259.383115654302,NA,25725.6963769371,24.9845025539398,"SCE2","LME-S",3
"mixAK",3,0.316140728914573,200.560466794268,NA,25735.0158474232,33.6841793060303,"SCE2","LME-S",3
"mixAK",4,0.189822885195544,155.945928104602,NA,25707.3668527808,42.3660583496094,"SCE2","LME-S",3
"mixAK",5,0.202265652137735,121.743517902688,NA,27071.4282894877,50.4013442993164,"SCE2","LME-S",3
"mixAK",2,0.352618649197137,240.917545288125,NA,26428.3466218812,25.7941026687622,"SCE2","MICE-CS",3
"mixAK",3,0.274683904164366,162.495210808503,NA,26412.5163337576,33.466438293457,"SCE2","MICE-CS",3
"mixAK",4,0.245801869455851,125.896168530616,NA,27278.8048464927,41.5506932735443,"SCE2","MICE-CS",3
"mixAK",5,0.212390228373264,100.09747381211,NA,27526.1595661397,51.3257601261139,"SCE2","MICE-CS",3
"mixAK",2,0.738952287630964,142.226635642118,NA,236745.67279931,206.418410539627,"SCE3","MICE-CS",3
"mixAK",3,0.722098210920611,84.0930413119195,NA,236849.509040214,291.383453845978,"SCE3","MICE-CS",3
"mixAK",4,0.722015460137822,53.4425285279918,NA,NA,374.094367742538,"SCE3","MICE-CS",3
"mixAK",5,0.561701397412411,72.5593266692203,NA,NA,457.520512104034,"SCE3","MICE-CS",3
"mixAK",2,0.334973944126804,245.278604334847,NA,26376.1656935493,25.8095498085022,"SCE2","eCDF-Copula",3
"mixAK",3,0.327118800716739,164.591515053297,NA,26410.9139455896,33.7030246257782,"SCE2","eCDF-Copula",3
"mixAK",4,0.246354219867262,136.49460774345,NA,27497.9571257483,42.146835565567,"SCE2","eCDF-Copula",3
"mixAK",5,0.194534504444483,112.156593003414,NA,26753.0162188855,50.5492782592773,"SCE2","eCDF-Copula",3
"GBMT",2,0.531752853167849,187.898910572449,21030.5474308142,NA,40.3528461456299,"SCE2","CC",4
"GBMT",3,0.321309423694623,143.12156256512,19462.8543575851,NA,142.215388059616,"SCE2","CC",4
"GBMT",4,0.314762850195978,132.988300086531,18772.6548456299,NA,108.567484378815,"SCE2","CC",4
"GBMT",5,0.274163050821444,104.48084519047,18103.9076105333,NA,276.98602604866,"SCE2","CC",4
"KML3D",2,0.205625437448346,260.040915185806,NA,NA,0.221827745437622,"SCE2","CC",4
"KML3D",3,0.194235543057959,196.994831099971,NA,NA,0.210700035095215,"SCE2","CC",4
"KML3D",4,0.164708575764908,158.475243329275,NA,NA,0.244059562683105,"SCE2","CC",4
"KML3D",5,0.146855548503513,132.260197449697,NA,NA,0.300222635269165,"SCE2","CC",4
"flexmix",2,0.434209772584064,200.999651937722,23134.538376041,NA,0.152241468429565,"SCE2","CC",4
"flexmix",3,0.258327154314129,159.429989535177,21179.8105428255,NA,0.364500284194946,"SCE2","CC",4
"flexmix",4,0.220943933770472,130.928365130532,20129.7360474369,NA,0.380529880523682,"SCE2","CC",4
"flexmix",5,0.220943933770472,130.928365130532,20129.7377191673,NA,0.643999814987183,"SCE2","CC",4
"LCMM",2,0.346515258556841,214.265890048984,25605.4270600389,NA,6.65889239311218,"SCE2","CC",4
"LCMM",3,0.101188970402226,238.580560693733,25518.5082175436,NA,26.1417407989502,"SCE2","CC",4
"LCMM",4,0.117762504877751,243.940317056173,25530.4911466378,NA,109.123536109924,"SCE2","CC",4
"LCMM",5,0.251359167519199,185.059481961511,25513.8283864228,NA,173.104378223419,"SCE2","CC",4
"GBMT",2,0.855264294317448,104.699613535198,244204.272275904,NA,24.6675400733948,"SCE3","CC",4
"GBMT",3,0.642895609467187,75.9557781390843,238118.153743148,NA,83.3882369995117,"SCE3","CC",4
"GBMT",4,0.582880836107886,51.336650694076,234456.525494472,NA,105.690196752548,"SCE3","CC",4
"GBMT",5,0.546835263519491,37.4062906857043,233972.053523387,NA,108.795508861542,"SCE3","CC",4
"KML3D",2,0.32351804400418,113.662115441074,NA,NA,0.434311151504517,"SCE3","CC",4
"KML3D",3,0.442901096415799,83.2575666411693,NA,NA,0.520598649978638,"SCE3","CC",4
"KML3D",4,0.340828592709266,69.1505607500517,NA,NA,0.578097820281982,"SCE3","CC",4
"KML3D",5,0.366185925631758,64.3571035775552,NA,NA,0.734484195709229,"SCE3","CC",4
"flexmix",2,0.553909242044686,94.8754349066053,261155.480563723,NA,0.375256538391113,"SCE3","CC",4
"flexmix",3,0.546944593200501,64.929300545518,249044.951580262,NA,0.857807397842407,"SCE3","CC",4
"flexmix",4,0.356660534031096,55.9359658073071,245961.472570482,NA,1.57903361320496,"SCE3","CC",4
"flexmix",5,0.366419189724578,52.2675284504481,242205.547618693,NA,1.3992645740509,"SCE3","CC",4
"GBMT",2,0.461065630919261,214.075667232161,21768.8899656405,NA,41.1307716369629,"SCE2","MICE-L",4
"GBMT",3,0.314316842579123,138.092179810377,20359.5249875228,NA,93.9828381538391,"SCE2","MICE-L",4
"GBMT",4,0.257838506473211,122.265063250738,19797.1487231725,NA,157.351930379868,"SCE2","MICE-L",4
"GBMT",5,0.207595695025135,97.6109915977621,19382.4291594205,NA,498.967767953873,"SCE2","MICE-L",4
"KML3D",2,0.295534897406111,267.237323319115,NA,NA,0.196967363357544,"SCE2","MICE-L",4
"KML3D",3,0.281328787531515,181.794540687983,NA,NA,0.241412162780762,"SCE2","MICE-L",4
"KML3D",4,0.228781644253484,142.054929904341,NA,NA,0.293405771255493,"SCE2","MICE-L",4
"KML3D",5,0.188680590864969,117.687799287182,NA,NA,0.357470035552979,"SCE2","MICE-L",4
"flexmix",2,0.440849159608206,221.634149057934,23450.9932561984,NA,0.158114433288574,"SCE2","MICE-L",4
"flexmix",3,0.295146554624025,144.170947786591,21664.4066670951,NA,0.80526065826416,"SCE2","MICE-L",4
"flexmix",4,0.222478725005915,126.807559090706,20858.3846550695,NA,0.834555387496948,"SCE2","MICE-L",4
"flexmix",5,0.193546962702135,101.753278757336,20382.8111384663,NA,1.11629915237427,"SCE2","MICE-L",4
"LCMM",2,0.1666900562832,246.445414928164,25142.0871912545,NA,16.2403512001038,"SCE2","MICE-L",4
"LCMM",3,0.166643192046246,250.090452245394,25154.0701203517,NA,28.1749329566956,"SCE2","MICE-L",4
"LCMM",4,0.166643192046246,250.090452245394,25166.0530494373,NA,67.3087809085846,"SCE2","MICE-L",4
"LCMM",5,0.272844634484529,175.020640177449,25121.5211302671,NA,205.19569683075,"SCE2","MICE-L",4
"GBMT",2,0.818574402929682,141.911458577418,233354.405995028,NA,29.6819155216217,"SCE3","MICE-L",4
"GBMT",3,0.608112924705654,98.2889037175799,225391.33885495,NA,60.660772562027,"SCE3","MICE-L",4
"GBMT",4,0.545308364082829,63.7005449858431,222702.287755369,NA,102.136112928391,"SCE3","MICE-L",4
"GBMT",5,0.387719472781105,54.6635709146603,218870.952519623,NA,176.552065610886,"SCE3","MICE-L",4
"KML3D",2,0.162669374308443,99.1915740833074,NA,NA,0.389549732208252,"SCE3","MICE-L",4
"KML3D",3,0.302428491119705,100.30448242747,NA,NA,0.509367704391479,"SCE3","MICE-L",4
"KML3D",4,0.156331148110308,71.6908835079505,NA,NA,0.621056318283081,"SCE3","MICE-L",4
"KML3D",5,0.333621969741807,64.1052349716095,NA,NA,0.680611848831177,"SCE3","MICE-L",4
"flexmix",2,0.607417658622478,131.871549904169,242077.327268327,NA,0.404558658599854,"SCE3","MICE-L",4
"flexmix",3,0.403334132365342,101.075229819364,231050.549128851,NA,1.62015080451965,"SCE3","MICE-L",4
"flexmix",4,0.327322570505195,80.6643804706836,225642.77688034,NA,2.89689183235169,"SCE3","MICE-L",4
"flexmix",5,0.327322570505195,80.6643804706836,225642.776834532,NA,3.55921840667725,"SCE3","MICE-L",4
"GBMT",2,0.713306920058229,391.675277082403,15416.3504961463,NA,75.9342544078827,"SCE2","LME-F",4
"GBMT",3,0.377925545306879,435.018587870819,11505.9897753014,NA,126.167728662491,"SCE2","LME-F",4
"GBMT",4,0.299141603371706,317.298635243021,9728.2720841302,NA,148.154712200165,"SCE2","LME-F",4
"GBMT",5,0.319210415515853,429.917313650475,6977.87616936623,NA,160.264269828796,"SCE2","LME-F",4
"KML3D",2,0.401874683378246,724.985099356592,NA,NA,0.17137622833252,"SCE2","LME-F",4
"KML3D",3,0.320265225295518,643.592438753018,NA,NA,0.229256629943848,"SCE2","LME-F",4
"KML3D",4,0.265685327790834,581.888200945755,NA,NA,0.276179552078247,"SCE2","LME-F",4
"KML3D",5,0.238514757989498,537.618076257067,NA,NA,0.554853916168213,"SCE2","LME-F",4
"flexmix",2,0.502890116772928,620.809679895712,18165.8994948016,NA,0.136679887771606,"SCE2","LME-F",4
"flexmix",3,0.381996857732925,542.290690373018,13728.7904978495,NA,0.21873950958252,"SCE2","LME-F",4
"flexmix",4,0.285703181583983,527.803397791641,10096.6174202834,NA,0.447585344314575,"SCE2","LME-F",4
"flexmix",5,0.257278639253575,420.771406064915,8307.05050998889,NA,0.738496065139771,"SCE2","LME-F",4
"LCMM",2,0,NA,12716.305954306,NA,7.66614747047424,"SCE2","LME-F",4
"LCMM",3,0.370762831591244,659.854084694366,12613.507926099,NA,38.7011117935181,"SCE2","LME-F",4
"LCMM",4,0.414743045245535,692.427486012365,12625.4908551991,NA,222.644676446915,"SCE2","LME-F",4
"LCMM",5,0.396178375403049,591.340616035221,12568.1637277376,NA,109.754026412964,"SCE2","LME-F",4
"GBMT",2,0.395410345641102,165.626133020583,287058.431255567,NA,45.4052031040192,"SCE3","LME-F",4
"GBMT",3,0.374042324030547,80.9733286469285,274210.966529132,NA,87.5387079715729,"SCE3","LME-F",4
"GBMT",4,0.293631758375628,69.1555813359153,271241.285949993,NA,161.08166885376,"SCE3","LME-F",4
"GBMT",5,0.329457572056779,50.5391843706781,265831.000898836,NA,171.290377378464,"SCE3","LME-F",4
"KML3D",2,0.0223294521871609,41.5863077496839,NA,NA,0.411877393722534,"SCE3","LME-F",4
"KML3D",3,0.334340088620264,121.777581400398,NA,NA,0.558167695999146,"SCE3","LME-F",4
"KML3D",4,0.185717305589347,72.200789372183,NA,NA,0.657512187957764,"SCE3","LME-F",4
"KML3D",5,0.193768688153777,71.9676891866106,NA,NA,0.784419298171997,"SCE3","LME-F",4
"flexmix",2,0.263518772343823,128.733742617514,288937.104664671,NA,0.755046367645264,"SCE3","LME-F",4
"flexmix",3,0.260942558502028,123.986626814409,280065.749174135,NA,1.04924058914185,"SCE3","LME-F",4
"flexmix",4,0.216170950718862,85.205011231867,276824.204701716,NA,2.35972785949707,"SCE3","LME-F",4
"flexmix",5,0.170871108388483,64.3798025589594,271898.10628117,NA,2.14604997634888,"SCE3","LME-F",4
"GBMT",2,0.454286051848643,283.953987975281,19757.5190711995,NA,26.618373632431,"SCE2","LME-S",4
"GBMT",3,0.28760924672215,198.601076634087,18031.9112895137,NA,308.001420021057,"SCE2","LME-S",4
"GBMT",4,0.238938947367362,167.400479105764,17145.0772611304,NA,213.528454780579,"SCE2","LME-S",4
"GBMT",5,0.252195919093476,134.446648610021,16444.0718350986,NA,307.412245988846,"SCE2","LME-S",4
"KML3D",2,0.301001094075416,342.689006554907,NA,NA,1.94088959693909,"SCE2","LME-S",4
"KML3D",3,0.28720130531425,252.712972122989,NA,NA,0.236065864562988,"SCE2","LME-S",4
"KML3D",4,0.244376558400502,198.086350911273,NA,NA,0.278675556182861,"SCE2","LME-S",4
"KML3D",5,0.19419935187221,166.301025163716,NA,NA,0.358369827270508,"SCE2","LME-S",4
"flexmix",2,0.454286051848643,285.992750517433,22080.0238704771,NA,0.356511354446411,"SCE2","LME-S",4
"flexmix",3,0.294975935798116,208.507170396218,19667.5813731317,NA,0.821593523025513,"SCE2","LME-S",4
"flexmix",4,0.21191879818568,180.807899945855,18453.3272624729,NA,0.63579797744751,"SCE2","LME-S",4
"flexmix",5,0.176610819983929,146.517986394163,17827.2450302571,NA,0.981280565261841,"SCE2","LME-S",4
"LCMM",2,0.135593424547229,298.719606663798,22873.3978002587,NA,29.4016606807709,"SCE2","LME-S",4
"LCMM",3,0.187816451852809,322.875548331936,22885.3807294149,NA,48.0653216838837,"SCE2","LME-S",4
"LCMM",4,0.28132257083265,244.347268997184,22840.2489401872,NA,135.04031586647,"SCE2","LME-S",4
"LCMM",5,0.276088770475101,244.820024683643,22852.2318692814,NA,145.675115346909,"SCE2","LME-S",4
"GBMT",2,0.623158936250828,139.55371285697,243719.861040496,NA,75.8870258331299,"SCE3","LME-S",4
"GBMT",3,0.409707661830193,116.089260070618,232242.336637769,NA,106.657054424286,"SCE3","LME-S",4
"GBMT",4,0.384373208465691,73.3223191955477,229347.669491247,NA,100.097916126251,"SCE3","LME-S",4
"GBMT",5,0.369870566123618,50.0884643554737,228256.074620638,NA,222.534706830978,"SCE3","LME-S",4
"KML3D",2,0.210197754609939,123.961309017711,NA,NA,0.739688158035278,"SCE3","LME-S",4
"KML3D",3,0.238951514162904,94.1510147404302,NA,NA,0.585006475448608,"SCE3","LME-S",4
"KML3D",4,0.382645183733961,88.419088252365,NA,NA,0.705627918243408,"SCE3","LME-S",4
"KML3D",5,0.273782003487803,71.7353106379011,NA,NA,0.838518381118774,"SCE3","LME-S",4
"flexmix",2,0.440842135333568,135.983488765369,250578.667575078,NA,0.812346220016479,"SCE3","LME-S",4
"flexmix",3,0.329974368824525,119.614810840279,241374.725337609,NA,0.69446849822998,"SCE3","LME-S",4
"flexmix",4,0.241426309862383,85.0384376605417,233839.197036512,NA,3.22413349151611,"SCE3","LME-S",4
