"scenario","sim_method","cluster_method","k","n_seeds","ARI_mean","ARI_sd","ARI_se","CHI_mean","CHI_sd","CHI_se","BIC_mean","BIC_sd","PED_mean","PED_sd","Runtime_mean"
"SCE2","MICE-CS","LCMM",4,9,0.122109523822368,0.0602392580756386,0.0200797526918795,249.917710421189,46.4241236392143,15.4747078797381,24680.8567518051,539.244830965241,NA,NA,88.1396713256836
"SCE2","MICE-CS","LCMM",5,9,0.176062551144779,0.0986250357989173,0.0328750119329724,206.227386641018,30.3469376829074,10.1156458943025,24672.3445438193,547.751505803717,NA,NA,287.931576172511
"SCE2","MICE-CS","flexmix",2,9,0.407013917708941,0.0543675194500171,0.018122506483339,220.119629405091,25.5028193662385,8.50093978874617,23614.4405640375,620.803591826878,NA,NA,0.187205049726698
"SCE2","MICE-CS","flexmix",3,9,0.252734472065763,0.0268335472043234,0.00894451573477446,171.227598897733,24.2142852906567,8.07142843021889,21494.7179323766,622.6992487747,NA,NA,0.324812279807197
"SCE2","MICE-CS","flexmix",4,9,0.201402673096601,0.0285597890869612,0.00951992969565373,138.3078035354,13.9877908373791,4.66259694579303,20583.9970802546,658.727455677454,NA,NA,0.681990676456028
"SCE2","MICE-CS","flexmix",5,9,0.187805158775111,0.0254065057578761,0.00846883525262538,117.665462609414,14.5213143051157,4.84043810170524,20190.8105587034,675.51682614665,NA,NA,0.731079366472032
"SCE2","MICE-CS","mixAK",2,10,0.334481080769362,0.0629806863376914,0.0199162417427753,237.513655747193,27.6250759677543,8.73581605932838,NA,NA,26546.7331049466,469.090417579498,23.578759431839
"SCE2","MICE-CS","mixAK",3,10,0.263344676451887,0.0493920022338293,0.0156191225255025,166.711610405104,15.3981247462936,4.86931458936903,NA,NA,26529.1097115931,476.287768625966,30.7618801355362
"SCE2","MICE-CS","mixAK",4,10,0.235859556956772,0.0461605896526798,0.0145972601438869,129.033238316625,13.757036527027,4.35035692795377,NA,NA,27408.5777269401,574.582292949277,38.6415732622147
"SCE2","MICE-CS","mixAK",5,10,0.191145955504115,0.0443009831631246,0.0140092009380244,100.612446031053,19.5933617414114,6.19596501224629,NA,NA,27423.7043702945,724.812912726031,46.4912947654724
"SCE2","MICE-L","GBMT",2,10,0.427366988055628,0.0444482199316859,0.0140557612924221,189.60568652422,18.2392571520036,5.76775954298472,22575.1527629729,617.850052514397,NA,NA,40.6812052249908
"SCE2","MICE-L","GBMT",3,10,0.279137687104053,0.0336209673671641,0.0106318834018433,134.095232893038,7.02050737638582,2.22007936393922,21134.7920989026,661.188657418658,NA,NA,120.04329957962
