cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
mixAK,2,0.4887807613345513,472.68173612401677,NA,18973.303571508262,21.453655242919922,SCE2,LME-F
mixAK,3,0.29487329640943466,413.67048489338254,NA,18884.8191085539,28.521408319473267,SCE2,LME-F
mixAK,4,0.2845920952850838,471.03698100722636,NA,18861.516392255086,36.227465867996216,SCE2,LME-F
mixAK,5,0.1928206150001066,542.3804099558679,NA,18879.09643305306,43.191524505615234,SCE2,LME-F
