cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
mixAK,2,0.7650394388270266,123.92572004311006,NA,233732.5428288879,200.99568390846252,SCE3,MICE-L
mixAK,3,0.7037945282767935,88.99394160612344,NA,233826.25714138956,281.5731236934662,SCE3,MICE-L
mixAK,4,0.2564955422370204,51.64896832759693,NA,NA,363.76959466934204,SCE3,MICE-L
mixAK,5,0.30288376945498613,60.42800495951766,NA,NA,442.8071026802063,SCE3,MICE-L
