cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
mixAK,2,0.3408439524389477,210.77514660392936,NA,26417.42639165486,24.875391006469727,SCE2,MICE-CS
mixAK,3,0.2633081390975211,168.4377767595222,NA,26382.182400581834,31.582029104232788,SCE2,MICE-CS
mixAK,4,0.2662442630254548,132.98023871797946,NA,26373.49549288135,39.728264808654785,SCE2,MICE-CS
mixAK,5,0.21299400723355952,115.37299250963027,NA,26606.781091216286,47.2890682220459,SCE2,MICE-CS
